ID,Płeć,Wiek,Odległość,Szum tła (dB),Wynik
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,50cm,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,50cm,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,50cm,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,50cm,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,50cm,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,1m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,1m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,1m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,1m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,1m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,3m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,3m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,3m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,3m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,3m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,5m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,5m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,5m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,5m,-84.28839878591472,0
e33f5da0-d07b-4515-a66f-9c038bce24f7,male,31_50,5m,-84.28839878591472,0
