ID,Płeć,Wiek,Odległość,Szum tła (dB),Wynik
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,50cm,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,50cm,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,50cm,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,50cm,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,50cm,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,1m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,1m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,1m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,1m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,1m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,3m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,3m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,3m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,3m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,3m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,5m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,5m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,5m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,5m,-62.009531739778,0
4bc730f6-8b60-4377-bccb-dfe0b286af63,female,31_50,5m,-62.009531739778,0
