ID,Płeć,Wiek,Odległość,Szum tła (dB),Wynik
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,50cm,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,50cm,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,50cm,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,50cm,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,50cm,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,1m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,1m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,1m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,1m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,1m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,3m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,3m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,3m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,3m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,3m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,5m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,5m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,5m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,5m,-48.510896470406394,0
f7e4e605-c0d0-48a4-a331-7c6201a5af7a,female,18_30,5m,-48.510896470406394,0
